Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,FIBRA OPTICA,SATELITAL,WIMAX,WIRELESS,DIAL UP,OTROS,Total general,TELEFONIAFIJA,3G,4G,Latitud,Longitud
LA RIOJA,Famatina,Santa Cruz,221.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,--,--,--,-28.4907371198,-67.6899252647169
LA RIOJA,General Angel V. Peñaloza,Tama,1164.0,9.0,0.0,1.0,0.0,0.0,149.0,0.0,0.0,159.0,SI,--,SI,-30.5173084388038,-66.5413792482074
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,532.0,0.0,0.0,1.0,0.0,0.0,93.0,0.0,0.0,94.0,SI,--,SI,-30.165433857594,-66.556575245663
LA RIOJA,General Belgrano,Chañar,903.0,9.0,0.0,1.0,0.0,0.0,90.0,0.0,0.0,100.0,SI,SI,--,-30.5590304532238,-65.9735931205601
LA RIOJA,General Belgrano,Loma Blanca,731.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,--,--,SI,-30.6446137810742,-66.238741686799
LA RIOJA,General Belgrano,Olta,4547.0,0.0,1069.0,1.0,1.0,0.0,6.0,0.0,0.0,1077.0,SI,SI,SI,-30.6399759885817,-66.278060412461
LA RIOJA,General Belgrano,Castro Barros,116.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,--,--,--,-30.5956924271806,-65.7419372748158
LA RIOJA,General Ocampo,Santa Rita de Catuna,1695.0,0.0,299.0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,SI,--,--,-30.9665198359206,-66.2356607957536
LA RIOJA,General Ocampo,Ambil,214.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,--,--,--,-31.1413359277957,-66.3603819377386
LA RIOJA,General Ocampo,Milagro,3494.0,0.0,813.0,1.0,0.0,0.0,0.0,0.0,0.0,814.0,SI,--,SI,-31.0131717520524,-65.9882554540382
LA RIOJA,General San Martín,Ulapes,3205.0,0.0,691.0,2.0,0.0,0.0,1.0,0.0,0.0,694.0,SI,--,SI,-31.582978877023,-66.2514026305989
LA RIOJA,Independencia,Amaná,148.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,--,--,--,-30.0611119791655,-67.5084950612514
LA RIOJA,Independencia,Patquía,1808.0,32.0,0.0,1.0,0.0,0.0,279.0,0.0,0.0,312.0,SI,SI,SI,-30.0522114405959,-66.8915886798437
LA RIOJA,Rosario Vera Peñaloza,Chepes,11039.0,4.0,2312.0,3.0,1.0,0.0,373.0,0.0,1.0,2694.0,SI,--,SI,-31.3506186314416,-66.6046417930744
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,733.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,116.0,SI,--,SI,-31.2240295500516,-66.3334915975105
LA RIOJA,Sanagasta,Villa Sanagasta,0.0,0.0,543.0,5.0,1.0,0.0,5.0,0.0,0.0,554.0,--,SI,SI,-29.3064491456943,-67.0414097362521
LA RIOJA,Sanagasta,Villa Sanagasta,2275.0,0.0,543.0,5.0,1.0,0.0,5.0,0.0,0.0,554.0,SI,SI,SI,-29.3064491456943,-67.0414097362521
LA RIOJA,San Blas de los Sauces,Los Robles,0.0,0.0,1.0,3.0,1.0,0.0,102.0,0.0,0.0,107.0,--,--,--,-28.4517974906601,-67.1178978512143
LA RIOJA,San Blas de los Sauces,Salicas - San Blas,3918.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,156.0,SI,--,--,-28.4076258105119,-67.0961546311904
LA RIOJA,San Blas de los Sauces,Andolucas,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,--,--,--,-28.5555816291232,-67.1592836516078
LA RIOJA,San Blas de los Sauces,Chaupihuasi,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,--,--,--,-28.3536422425472,-67.080433367311
LA RIOJA,San Blas de los Sauces,Cuipan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,--,--,SI,-28.4517974906601,-67.1178978512143
LA RIOJA,San Blas de los Sauces,Las Talas,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.0,0.0,43.0,--,--,--,-28.4517974906601,-67.1178978512143
LA RIOJA,San Blas de los Sauces,San Blas,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,48.0,--,--,--,-28.407625810512,-67.0961546311905
LA RIOJA,San Blas de los Sauces,Shaqui,0.0,0.0,0.0,1.0,0.0,0.0,73.0,0.0,0.0,74.0,--,--,--,-28.4812201375784,-67.128235105005
LA RIOJA,San Blas de los Sauces,Suriyaco,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,--,--,--,-28.5555816291232,-67.1592836516078
LA RIOJA,San Blas de los Sauces,Tuyubil,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,--,--,--,-28.5555816291232,-67.1592836516078
LA RIOJA,General Juan F. Quiroga,San Antonio,149.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0,--,--,--,-31.0900907205412,-66.7571869922571
LA RIOJA,General Juan F. Quiroga,Malanzán,1335.0,0.0,0.0,1.0,0.0,0.0,347.0,0.0,0.0,348.0,SI,--,SI,-30.815543887629,-66.6194814951279
LA RIOJA,General Juan F. Quiroga,Nácate,359.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,78.0,--,--,--,-30.8640381344546,-66.4051056083957
LA RIOJA,General Juan F. Quiroga,Portezuelo,1017.0,0.0,0.0,1.0,0.0,0.0,227.0,0.0,0.0,228.0,SI,--,SI,-30.847619186484,-66.7186798501751
LA RIOJA,General Lamadrid,Villa Castelli,1697.0,0.0,0.0,1.0,0.0,0.0,255.0,0.0,0.0,256.0,SI,--,SI,-29.0207515543035,-68.2253713917754
LA RIOJA,Vinchina,Jagüé,230.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,--,--,--,-28.6604900543905,-68.3668741365882
LA RIOJA,Vinchina,Villa San José de Vinchina,2401.0,0.0,0.0,2.0,0.0,0.0,431.0,0.0,0.0,433.0,SI,--,SI,-28.7797111463416,-68.2060368408699
MENDOZA,Capital,Mendoza,114893.0,8692.0,64800.0,29203.0,14.0,0.0,2057.0,186.0,27.0,104979.0,SI,SI,SI,-32.8774938474965,-68.852787067524
MENDOZA,General Alvear,Bowen,4939.0,0.0,64.0,0.0,1.0,0.0,91.0,1.0,0.0,157.0,SI,SI,SI,-35.0009124317209,-67.5161818289008
MENDOZA,General Alvear,General Alvear,29909.0,945.0,3812.0,2226.0,0.0,0.0,3408.0,1.0,411.0,10803.0,SI,SI,SI,-34.9804694766564,-67.7009950828176
MENDOZA,General Alvear,Carmensa,941.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,79.0,SI,--,SI,-35.1449057898791,-67.662955044003
MENDOZA,Godoy Cruz,Godoy Cruz,191299.0,5751.0,405.0,24119.0,2.0,0.0,1014.0,93.0,11.0,31395.0,SI,SI,SI,-32.9215283150576,-68.8549231831208
MENDOZA,Godoy Cruz,Gobernador Benegas,0.0,0.0,0.0,695.0,0.0,0.0,0.0,0.0,0.0,695.0,--,SI,SI,-32.9443750737376,-68.8651880637399
MENDOZA,Godoy Cruz,Villa Hipodromo,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,--,SI,SI,-32.9085519196216,-68.8709990197701
MENDOZA,Guaymallén,Colonia Segovia,4271.0,0.0,0.0,6.0,0.0,0.0,142.0,0.0,0.0,148.0,--,SI,SI,-32.8445720739406,-68.7264015008637
MENDOZA,Guaymallén,Guaymallén,252618.0,6741.0,0.0,23583.0,0.0,0.0,1536.0,89.0,17.0,31966.0,SI,SI,SI,-32.8925289639529,-68.820068537927
MENDOZA,Guaymallén,La Primavera,189067.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,--,--,--,-32.9212115151732,-68.6797682708562
MENDOZA,Guaymallén,Los Corralitos,942.0,143.0,0.0,0.0,1.0,0.0,49.0,2.0,0.0,195.0,SI,SI,SI,-32.8978664693342,-68.7059893326547
MENDOZA,Guaymallén,Puente de Hierro,7524.0,1538.0,0.0,1.0,0.0,0.0,116.0,3.0,0.0,1658.0,SI,SI,SI,-32.8596996528436,-68.6889630695891
MENDOZA,Guaymallén,San Jose,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,174.0,--,SI,SI,-32.887910080091,-68.8336077167937
MENDOZA,Guaymallén,Capilla Del Rosario,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,384.0,--,SI,SI,-32.9057059086968,-68.7753107154796
MENDOZA,Junín,Ingeniero Giagnoni,594.0,4033.0,0.0,256.0,0.0,0.0,66.0,52.0,0.0,4407.0,SI,SI,SI,-33.1247748459194,-68.4208925887498
MENDOZA,Junín,Junín,6324.0,386.0,0.0,962.0,0.0,0.0,215.0,5.0,0.0,1568.0,SI,SI,SI,-33.1450869905894,-68.4921156012444
MENDOZA,Junín,La Colonia,9403.0,0.0,0.0,541.0,1.0,0.0,201.0,0.0,0.0,743.0,--,SI,SI,-33.0927994762934,-68.4874957269843
MENDOZA,Junín,Los Barriales,4572.0,980.0,0.0,0.0,0.0,0.0,175.0,2.0,0.0,1157.0,SI,SI,SI,-33.1010405156356,-68.567527971482
MENDOZA,Junín,Medrano,817.0,0.0,0.0,0.0,0.0,0.0,774.0,0.0,0.0,774.0,--,--,--,-33.1762912284126,-68.6231695474222
MENDOZA,Junín,Phillips,894.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,SI,--,--,-33.2032507142375,-68.3832295478144
MENDOZA,Junín,Rodríguez Peña,751.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,48.0,SI,--,SI,-33.1211519220358,-68.6046800215005
MENDOZA,La Paz,La Paz,7872.0,396.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,401.0,SI,SI,SI,-33.4610193184125,-67.5595785270435
MENDOZA,Las Heras,Las Heras,189067.0,3061.0,0.0,10889.0,6.0,0.0,722.0,32.0,11.0,14721.0,SI,SI,SI,-32.8499236875213,-68.8452567330483
MENDOZA,Las Heras,Papagayos,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,--,SI,SI,-32.8219,-68.8964
MENDOZA,Las Heras,Uspallata,3810.0,1669.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1673.0,SI,SI,SI,-32.595534534037,-69.3582053741335
MENDOZA,Las Heras,Panquehua,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,--,SI,SI,-32.8349236425418,-68.8451652007894
MENDOZA,Las Heras,Puente del Inca,126.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,--,SI,SI,-32.8198835580194,-69.9250020499226
MENDOZA,Las Heras,El Borbollon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,--,SI,SI,-32.8069208013923,-68.7772864976942
MENDOZA,Lavalle,3 de Mayo,516.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,SI,--,SI,-32.675527945267,-68.6462113031921
MENDOZA,Lavalle,Barrio Los Olivos,73.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,SI,--,--,-32.6972155730911,-68.3295580099939
MENDOZA,Lavalle,Costa de Araujo,2816.0,0.0,0.0,2.0,0.0,0.0,125.0,0.0,29.0,156.0,--,SI,SI,-32.7568943573314,-68.4085951866641
MENDOZA,Lavalle,El Vergel,362.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,--,--,--,-32.7623132216047,-68.6476011792189
MENDOZA,Lavalle,Ingeniero Gustavo André,288.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,--,--,--,-32.6824002043157,-68.3268969073829
MENDOZA,Lavalle,Jocolí,684.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,--,--,--,-32.6125410510042,-68.6790408967958
MENDOZA,Lavalle,Jocolí Viejo,422.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,--,--,--,-32.7274623415005,-68.6602319575528
MENDOZA,Lavalle,Villa Tulumaya,7870.0,0.0,0.0,107.0,0.0,0.0,271.0,0.0,1.0,379.0,--,SI,SI,-32.7196142429269,-68.6030438537926
MENDOZA,Luján de Cuyo,Agrelo,2147.0,2.0,0.0,564.0,0.0,0.0,67.0,0.0,0.0,633.0,SI,SI,SI,-33.1173844439975,-68.8960235351828
MENDOZA,Luján de Cuyo,Cacheuta,636.0,18.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,49.0,SI,SI,SI,-33.0367104413315,-69.1159068278817
MENDOZA,Luján de Cuyo,Las Compuertas,827.0,1438.0,0.0,1.0,0.0,0.0,42.0,7.0,0.0,1488.0,SI,--,SI,-33.0343953638207,-68.9757201428593
MENDOZA,Luján de Cuyo,Luján de Cuyo,82615.0,3126.0,0.0,4136.0,1.0,0.0,1829.0,30.0,6.0,9128.0,SI,SI,SI,-33.0328665626243,-68.8912066261393
MENDOZA,Luján de Cuyo,Perdriel,8531.0,172.0,0.0,152.0,0.0,0.0,58.0,4.0,0.0,386.0,SI,SI,--,-33.0690096392441,-68.8986010698045
MENDOZA,Luján de Cuyo,Potrerillos,292.0,0.0,0.0,2.0,4.0,0.0,32.0,0.0,0.0,38.0,SI,SI,SI,-32.945486814506,-69.2086449063504
MENDOZA,Luján de Cuyo,Ugarteche,4561.0,0.0,0.0,123.0,0.0,0.0,127.0,0.0,0.0,250.0,SI,SI,SI,-33.2109451573216,-68.8972088041994
MENDOZA,Luján de Cuyo,Barrio Perdriel IV,371.0,0.0,0.0,77.0,0.0,0.0,15.0,0.0,0.0,92.0,--,--,SI,-33.0753282280469,-68.9250404043338
MENDOZA,Luján de Cuyo,Costa Flores,297.0,0.0,0.0,133.0,0.0,0.0,17.0,0.0,0.0,150.0,--,SI,SI,-33.0705184504059,-68.9343214868201
MENDOZA,Luján de Cuyo,El Carrizal,344.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,42.0,--,--,SI,-33.3037433557192,-68.7554951968491
MENDOZA,Luján de Cuyo,El Salto,297.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,SI,--,--,-32.8994781760003,-69.3336484431929
MENDOZA,Luján de Cuyo,Las Vegas,450.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,32.0,SI,--,--,-33.0058788620171,-69.2764002200338
MENDOZA,Luján de Cuyo,La Puntilla,0.0,0.0,0.0,111.0,0.0,0.0,2.0,0.0,0.0,113.0,--,--,--,-32.9609713860174,-68.8723323876365
MENDOZA,Maipú,Barrancas,194.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,SI,SI,SI,-33.0833355400244,-68.7343792557021
MENDOZA,Maipú,Cruz de Piedra,1536.0,0.0,0.0,59.0,0.0,0.0,12.0,0.0,0.0,71.0,SI,SI,SI,-33.0293391100097,-68.7922412248266
MENDOZA,Maipú,Fray Luis Beltrán,4735.0,362.0,1.0,2.0,0.0,0.0,66.0,4.0,0.0,435.0,SI,SI,SI,-33.0049403047291,-68.6612377129718
MENDOZA,Maipú,Maipú,106662.0,1519.0,0.0,4315.0,0.0,0.0,1356.0,15.0,6.0,7211.0,SI,SI,SI,-32.9394310178507,-68.8068438760291
MENDOZA,Maipú,Rodeo del Medio,12327.0,414.0,0.0,1.0,0.0,0.0,348.0,1.0,0.0,764.0,SI,SI,SI,-32.9880056754694,-68.7010652608485
MENDOZA,Maipú,Russell,1416.0,1427.0,0.0,3435.0,0.0,0.0,0.0,15.0,0.0,4877.0,SI,SI,SI,-33.0046770772729,-68.8012715093769
MENDOZA,Maipú,San Roque,5093.0,704.0,0.0,2785.0,0.0,0.0,104.0,8.0,0.0,3601.0,SI,SI,SI,-33.0285638174611,-68.5981475648442
MENDOZA,Maipú,Barrio Jesús de Nazaret,399.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0,--,--,--,-33.0103244179699,-68.7265920537237
MENDOZA,Maipú,El Pedregal,232.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,--,--,--,-32.8558805014704,-68.6544793531012
MENDOZA,Maipú,Villa Teresa,316.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,38.0,--,--,--,-33.0183178912335,-68.6288154157882
MENDOZA,Malargüe,Las Leñas,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,SI,SI,SI,-35.1539650781638,-70.0817910991633
MENDOZA,Malargüe,Malargüe,21619.0,0.0,1613.0,6.0,3.0,0.0,29.0,4.0,2.0,1657.0,SI,SI,SI,-35.4770107120892,-69.5886491865783
MENDOZA,Malargüe,Agua Escondida,443.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,--,SI,SI,-36.1532390359812,-68.3048428543176
MENDOZA,Rivadavia,Andrade,216.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,--,--,--,-33.1624680014146,-68.506066911759
MENDOZA,Rivadavia,Barrio Cooperativa Los Campamentos,267.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,--,--,SI,-33.2692489302548,-68.4383631651486
MENDOZA,Rivadavia,Barrio Rivadavia,408.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,63.0,--,--,--,-33.2304643070476,-68.4837256054182
MENDOZA,Rivadavia,El Mirador,783.0,0.0,0.0,1.0,0.0,0.0,66.0,0.0,0.0,67.0,--,--,--,-33.2906467543213,-68.3475556585345
MENDOZA,Rivadavia,La Central,802.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,98.0,--,SI,SI,-33.2736424903477,-68.3224073182181
MENDOZA,Rivadavia,La Esperanza,200.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0,--,--,--,-33.3170659709211,-68.3343426790403
MENDOZA,Rivadavia,La Florida,1518.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,96.0,--,--,--,-33.2827922646265,-68.4657172961175
MENDOZA,Rivadavia,La Libertad,582.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,--,--,--,-33.2163869013321,-68.5166268853637
MENDOZA,Rivadavia,Los Árboles,362.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,--,--,--,-33.1813162523339,-68.5759160345244
MENDOZA,Rivadavia,Los Campamentos,1062.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,81.0,SI,--,SI,-33.2763607628549,-68.4008493516637
MENDOZA,Rivadavia,Medrano,1598.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,SI,SI,SI,-33.1787463382932,-68.6219271508795
MENDOZA,Rivadavia,Mundo Nuevo,295.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,--,SI,SI,-33.1753415989261,-68.4371725862256
MENDOZA,Rivadavia,Reducción de Abajo,490.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,61.0,SI,--,--,-33.2063088772501,-68.5835152115814
MENDOZA,Rivadavia,Rivadavia,31038.0,917.0,0.0,2893.0,2.0,0.0,903.0,8.0,0.0,4723.0,SI,SI,SI,-33.19403215031,-68.4736188877526
MENDOZA,Rivadavia,Santa María de Oro,609.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,42.0,--,--,--,-33.2059806305116,-68.4335589109359
MENDOZA,San Carlos,Chilecito,1033.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,65.0,--,SI,SI,-33.8934020968296,-69.0804633582269
MENDOZA,San Carlos,Eugenio Bustos,5591.0,65.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,473.0,SI,SI,SI,-33.7850224488548,-69.0729045258216
MENDOZA,San Carlos,La Consulta,8241.0,175.0,0.0,0.0,1.0,0.0,570.0,0.0,0.0,746.0,SI,SI,SI,-33.7386757381913,-69.1281255649691
MENDOZA,San Carlos,San Carlos,3886.0,0.0,167.0,0.0,0.0,0.0,156.0,0.0,0.0,323.0,--,SI,SI,-33.7744494556708,-69.0490909178745
MENDOZA,San Carlos,Pareditas,1021.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0,SI,SI,SI,-33.9452563037172,-69.0824859034273
MENDOZA,San Martín,Alto Salvador,0.0,0.0,0.0,34.0,0.0,0.0,19.0,0.0,0.0,53.0,--,--,--,-33.0359716817131,-68.4708407197208
MENDOZA,San Martín,Alto Verde,1627.0,0.0,0.0,63.0,0.0,0.0,88.0,0.0,0.0,151.0,--,--,--,-33.1195037386563,-68.4180218961221
MENDOZA,San Martín,Chapanay,1486.0,0.0,0.0,7.0,0.0,0.0,32.0,1.0,0.0,40.0,SI,SI,SI,-32.9801177295667,-68.4765253845307
MENDOZA,San Martín,El Ramblón,159.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,107.0,--,--,--,-33.1617709736953,-68.2954844260235
MENDOZA,San Martín,Montecaseros,1106.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,94.0,SI,SI,SI,-33.0109966347898,-68.3936801268915
MENDOZA,San Martín,Nueva California,208.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,47.0,--,--,--,-32.7450606095364,-68.335450804198
MENDOZA,San Martín,San Martín,79476.0,3.0,0.0,2813.0,0.0,0.0,894.0,0.0,0.0,3710.0,--,SI,SI,-33.0732178033808,-68.4605125505865
MENDOZA,San Martín,Tres Porteñas,2545.0,0.0,0.0,3.0,0.0,0.0,209.0,0.0,0.0,212.0,SI,SI,SI,-32.8994801779562,-68.3990962886724
MENDOZA,San Martín,El Espino,376.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,59.0,--,--,--,-33.077333062302,-68.3982838200909
MENDOZA,San Rafael,25 de Mayo,1450.0,0.0,79.0,0.0,0.0,0.0,14.0,1.0,0.0,94.0,SI,SI,SI,-34.5859138924719,-68.5495682219631
MENDOZA,San Rafael,Cuadro Benegas,1253.0,37.0,0.0,1333.0,1.0,0.0,418.0,2.0,0.0,1791.0,SI,--,--,-34.6331750282237,-68.2302164082512
MENDOZA,San Rafael,El Nihuil,1030.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,89.0,SI,--,--,-35.0353713864246,-68.6806149266928
MENDOZA,San Rafael,El Sosneado,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,--,--,--,-35.0821772227253,-69.5924127887533
MENDOZA,San Rafael,Goudge,2126.0,0.0,1.0,0.0,0.0,0.0,177.0,0.0,1.0,179.0,SI,SI,SI,-34.6803228490363,-68.1358422919666
MENDOZA,San Rafael,San Rafael,118009.0,3297.0,1753.0,14.0,0.0,0.0,1235.0,215.0,4.0,6518.0,SI,SI,SI,-34.6356104202068,-68.3310920132847
MENDOZA,San Rafael,Punta del Agua,382.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,--,--,--,-35.530165567926,-68.0825092985548
MENDOZA,San Rafael,Las Malvinas,232.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,54.0,SI,--,--,-34.8384149976168,-68.2539362219611
MENDOZA,San Rafael,Monte Comán,3529.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,431.0,SI,SI,SI,-34.5971809945468,-67.8842899055404
MENDOZA,San Rafael,Rama Caída,850.0,0.0,0.0,0.0,0.0,0.0,459.0,0.0,0.0,459.0,SI,SI,SI,-34.7043760307316,-68.3708631047738
MENDOZA,San Rafael,Real del Padre,3635.0,0.0,0.0,0.0,0.0,0.0,670.0,0.0,0.0,670.0,SI,SI,SI,-34.8433149755939,-67.7674203749059
MENDOZA,San Rafael,Salto de Las Rosas,1343.0,0.0,0.0,0.0,0.0,0.0,365.0,1.0,0.0,366.0,SI,SI,SI,-34.726958284268,-68.2329031579027
MENDOZA,San Rafael,Villa Atuel,3311.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,351.0,SI,SI,SI,-34.8345022006919,-67.9257905889932
MENDOZA,San Rafael,Jaime Prats,419.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,94.0,SI,--,--,-34.9146831219286,-67.8191470107259
MENDOZA,San Rafael,Capitán Montoya,362.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,--,SI,SI,-34.5835613146884,-68.4654391114406
MENDOZA,San Rafael,Barrio Empleados de Comercio,208.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,--,--,--,-34.5522300096664,-68.3032401705615
MENDOZA,Santa Rosa,Barrio 12 de Octubre,177.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,--,--,SI,-33.1912015360595,-68.2809624398751
MENDOZA,Santa Rosa,La Dormida,2270.0,0.0,0.0,1.0,0.0,0.0,396.0,0.0,0.0,397.0,SI,SI,SI,-33.3499243562079,-67.9160460628593
MENDOZA,Santa Rosa,Las Catitas,3621.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,0.0,287.0,SI,SI,SI,-33.3001058785583,-68.0532182373693
MENDOZA,Santa Rosa,Santa Rosa,2509.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,4.0,157.0,SI,--,--,-33.2544227888887,-68.1567438797332
MENDOZA,Tunuyán,Los Sauces,661.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,SI,SI,SI,-33.5952101670008,-69.1840214848841
MENDOZA,Tunuyán,Tunuyán,28859.0,617.0,1375.0,6.0,0.0,0.0,17.0,1.0,7.0,2023.0,SI,SI,SI,-33.5775549686559,-69.0253759357637
MENDOZA,Tunuyán,Vista Flores,4358.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0,265.0,SI,SI,SI,-33.651355463945,-69.1646922660824
MENDOZA,Tunuyán,Campo Los Andes,538.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,--,--,--,-33.707078744557,-69.1826331369796
MENDOZA,Tunuyán,Colonia Las Rosas,2169.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,199.0,SI,SI,SI,-33.6129364669522,-69.1126485401013
MENDOZA,Tupungato,San José,1445.0,0.0,0.0,42.0,0.0,0.0,17.0,0.0,0.0,59.0,--,SI,SI,-33.3068450101282,-69.1645780862147
MENDOZA,Tupungato,Tupungato,13218.0,582.0,0.0,4.0,3.0,0.0,598.0,0.0,0.0,1187.0,SI,SI,SI,-33.3643638135734,-69.1513190958561
MENDOZA,Tupungato,Cordón del Plata,1713.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,344.0,SI,SI,SI,-33.4689491349532,-69.1399451802858
MENDOZA,Tupungato,La Arboleda,540.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,--,--,SI,-33.3688267818118,-69.1247363670469
MISIONES,25 de Mayo,25 de Mayo,3838.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,538.0,540.0,SI,--,SI,-27.3715719938072,-54.7475224881518
MISIONES,25 de Mayo,Colonia Alicia,277.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,20.0,52.0,--,--,SI,-27.3792090956035,-54.3672999680752
MISIONES,25 de Mayo,Colonia Aurora,832.0,0.0,0.0,0.0,1.0,0.0,61.0,0.0,10.0,72.0,SI,--,SI,-27.479557957166,-54.5154356645941
