Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,FIBRA OPTICA,SATELITAL,WIMAX,WIRELESS,DIAL UP,OTROS,Total general,TELEFONIAFIJA,3G,4G,Latitud,Longitud
BUENOS AIRES,25 de Mayo,25 de Mayo,23408.0,914.0,4704.0,5.0,975.0,0.0,664.0,0.0,0.0,7262.0,SI,SI,SI,-35.4339385892588,-60.1731209454056
BUENOS AIRES,25 de Mayo,Del Valle,899.0,181.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,192.0,--,SI,SI,-35.8973453887603,-60.7316089512944
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,547.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,181.0,--,--,--,-35.1643973648093,-60.0813577815069
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,4524.0,0.0,782.0,0.0,0.0,0.0,327.0,0.0,18.0,1127.0,SI,SI,SI,-35.2727788695321,-59.7719327250509
BUENOS AIRES,25 de Mayo,Lucas Monteverde,63.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,--,--,--,-35.4838272164734,-59.9880647932831
BUENOS AIRES,25 de Mayo,Ernestina,145.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,--,--,--,-35.2702340519789,-59.5575034078873
BUENOS AIRES,25 de Mayo,Pedernales,1432.0,568.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,575.0,--,--,SI,-35.2666085074294,-59.6306574695384
BUENOS AIRES,9 de Julio,12 de Octubre,219.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,SI,--,--,-35.607730780146,-60.9182929927645
BUENOS AIRES,9 de Julio,9 de Julio,36494.0,4389.0,3329.0,5892.0,1.0,0.0,831.0,83.0,1.0,14526.0,SI,SI,SI,-35.4447435053964,-60.8843433362719
BUENOS AIRES,9 de Julio,Dudignac,2670.0,0.0,0.0,0.0,0.0,0.0,463.0,1.0,0.0,464.0,SI,SI,SI,-35.6511928511123,-60.7098962799094
BUENOS AIRES,9 de Julio,Patricios,745.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,SI,SI,--,-35.4395526972374,-60.7174384712323
BUENOS AIRES,Adolfo Alsina,Carhué,9660.0,785.0,0.0,1419.0,0.0,0.0,283.0,1.0,1.0,2489.0,SI,SI,SI,-37.1774801030509,-62.7578962604015
BUENOS AIRES,Adolfo Alsina,Maza,1748.0,0.0,0.0,390.0,2.0,0.0,14.0,0.0,0.0,406.0,SI,SI,SI,-36.7999468137731,-63.3385151506224
BUENOS AIRES,Adolfo Alsina,Rivera,3217.0,0.0,0.0,1202.0,0.0,0.0,0.0,0.0,0.0,1202.0,SI,--,SI,-37.1583546113813,-63.2442194943605
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,563.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,160.0,SI,--,SI,-37.4486186469627,-63.117609405389
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,1625.0,0.0,0.0,630.0,0.0,0.0,59.0,0.0,0.0,689.0,SI,SI,SI,-37.9635021758562,-60.415659383962
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,212.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,SI,--,--,-37.8233871716044,-60.484639770555
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,43.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,SI,SI,SI,-38.1766861391835,-60.1708487303777
BUENOS AIRES,Alberti,Mechita,412.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,--,SI,SI,-35.068013673391,-60.4025971632697
BUENOS AIRES,Almirante Brown,Adrogué,30271.0,304.0,9200.0,11037.0,1.0,0.0,26.0,60.0,2.0,20630.0,SI,SI,SI,-34.8015580737331,-58.3914677191541
BUENOS AIRES,Almirante Brown,Burzaco,92223.0,207.0,15809.0,10987.0,2.0,0.0,292.0,36.0,6.0,27339.0,SI,SI,SI,-34.8315415891783,-58.3986874871405
BUENOS AIRES,Almirante Brown,Claypole,44098.0,8.0,7461.0,4077.0,0.0,0.0,2.0,3.0,13.0,11564.0,SI,SI,SI,-34.8044759080477,-58.3447825531042
BUENOS AIRES,Almirante Brown,Don Orione,46366.0,0.0,4988.0,0.0,0.0,0.0,1.0,0.0,0.0,4989.0,--,SI,SI,-34.8210751643113,-58.3447457989957
BUENOS AIRES,Almirante Brown,Glew,61985.0,80.0,7424.0,11516.0,0.0,0.0,54.0,10.0,12.0,19096.0,SI,SI,SI,-34.8860114180413,-58.3818301842512
BUENOS AIRES,Almirante Brown,Jose Mármol,43494.0,0.0,7218.0,1294.0,0.0,0.0,1.0,1.0,2.0,8516.0,SI,SI,SI,-34.7851442510713,-58.3681475603787
BUENOS AIRES,Almirante Brown,Longchamps,51001.0,61.0,9308.0,7199.0,0.0,0.0,1.0,21.0,4.0,16594.0,SI,SI,SI,-34.8609450255718,-58.3891476922426
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,25844.0,2.0,5090.0,71.0,0.0,0.0,1.0,3.0,2.0,5169.0,SI,SI,SI,-34.8189583169642,-58.4235610606239
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,17928.0,8.0,3278.0,4004.0,0.0,0.0,1.0,4.0,0.0,7295.0,SI,SI,SI,-34.8556895005541,-58.3616465427911
BUENOS AIRES,Almirante Brown,Rafael Calzada,60422.0,61.0,9912.0,9816.0,0.0,0.0,340.0,16.0,178.0,20323.0,SI,SI,SI,-34.7911367513318,-58.350598184222
BUENOS AIRES,Almirante Brown,San Francisco Solano,30355.0,55.0,4038.0,3201.0,0.0,0.0,2.0,6.0,127.0,7429.0,SI,SI,SI,-34.7866743578473,-58.3219363521574
BUENOS AIRES,Almirante Brown,San Jose,48151.0,3.0,8781.0,227.0,3.0,0.0,1.0,2.0,0.0,9017.0,SI,SI,SI,-34.7673771924196,-58.3432771404358
BUENOS AIRES,Arrecifes,Arrecifes,26400.0,934.0,1078.0,4390.0,1.0,0.0,1882.0,12.0,60.0,8357.0,SI,SI,SI,-34.064591121211,-60.1025564443537
BUENOS AIRES,Arrecifes,Todd,732.0,0.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,305.0,SI,SI,SI,-34.0328240475348,-60.1562270065746
BUENOS AIRES,Arrecifes,Viña,464.0,50.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,--,SI,SI,-33.9922765156087,-60.2263211205477
BUENOS AIRES,Avellaneda,Avellaneda,25325.0,1697.0,8702.0,5354.0,5.0,0.0,87.0,48.0,68.0,15961.0,SI,SI,SI,-34.6626508059016,-58.3656990232718
BUENOS AIRES,Avellaneda,Crucesita,22745.0,1.0,4997.0,2510.0,0.0,0.0,0.0,0.0,2.0,7510.0,SI,SI,SI,-34.66910587351,-58.3574544412345
BUENOS AIRES,Avellaneda,Dock Sud,37392.0,12.0,640.0,2215.0,0.0,0.0,26.0,0.0,12.0,2905.0,SI,SI,SI,-34.6491266928534,-58.3411774769137
BUENOS AIRES,Avellaneda,Gerli,32384.0,4.0,6174.0,3852.0,0.0,0.0,0.0,0.0,0.0,10030.0,SI,SI,SI,-34.6847637540553,-58.3726025503412
BUENOS AIRES,Avellaneda,Pineyro,28102.0,14.0,5936.0,2052.0,0.0,0.0,0.0,1.0,0.0,8003.0,SI,SI,SI,-34.6685497926645,-58.3886029123689
BUENOS AIRES,Avellaneda,Sarandí,63281.0,2235.0,10118.0,10544.0,2.0,0.0,1.0,67.0,4.0,22971.0,SI,SI,SI,-34.6843716640855,-58.348101313379
BUENOS AIRES,Avellaneda,Villa Domínico,61273.0,18.0,8942.0,5997.0,0.0,0.0,191.0,2.0,11.0,15161.0,SI,SI,SI,-34.6986315148924,-58.3363602646664
BUENOS AIRES,Avellaneda,Wilde,68624.0,2910.0,12717.0,10837.0,0.0,0.0,0.0,68.0,8.0,26540.0,SI,SI,SI,-34.7061588356333,-58.3218349208501
BUENOS AIRES,Ayacucho,Ayacucho,17364.0,2103.0,0.0,1.0,0.0,0.0,134.0,2.0,0.0,2240.0,SI,SI,SI,-37.1536695670417,-58.4895476662462
BUENOS AIRES,Ayacucho,La Constancia,49.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,--,--,--,-37.2286256057071,-58.7603890048806
BUENOS AIRES,Ayacucho,Solanet,47.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,--,--,SI,-36.8444984439739,-58.5071421689017
BUENOS AIRES,Ayacucho,Udaquiola,91.0,0.0,0.0,0.0,1.0,0.0,46.0,0.0,0.0,47.0,--,--,--,-36.5637513540211,-58.5333344196536
BUENOS AIRES,Azul,Azul,55728.0,2740.0,13061.0,83.0,2.0,0.0,1146.0,52.0,17.0,17101.0,SI,SI,SI,-36.7795144970313,-59.8586331707414
BUENOS AIRES,Azul,Cacharí,2960.0,0.0,0.0,0.0,0.0,0.0,521.0,2.0,0.0,523.0,SI,SI,SI,-36.3805626332947,-59.5030645507265
BUENOS AIRES,Azul,Chillar,3083.0,0.0,0.0,0.0,1.0,0.0,565.0,0.0,0.0,566.0,SI,SI,SI,-37.3150113247344,-59.9853181679139
BUENOS AIRES,Bahía Blanca,Bahía Blanca,291327.0,5081.0,101687.0,7470.0,7.0,0.0,2825.0,405.0,75.0,117550.0,SI,SI,SI,-38.7114037284555,-62.2569089501864
BUENOS AIRES,Bahía Blanca,Cabildo,2046.0,0.0,193.0,0.0,0.0,0.0,153.0,4.0,3.0,353.0,SI,SI,SI,-38.4838572081944,-61.8926015349487
BUENOS AIRES,Bahía Blanca,Ingeniero White,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,--,SI,SI,-38.7794670416666,-62.262951248824
BUENOS AIRES,Balcarce,Balcarce,38376.0,1545.0,10578.0,52.0,0.0,0.0,883.0,38.0,9.0,13105.0,SI,SI,SI,-37.8482779294345,-58.2551665841248
BUENOS AIRES,Balcarce,Los Pinos,337.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,9.0,39.0,SI,--,--,-37.9412057603,-58.3225920150442
BUENOS AIRES,Balcarce,Napaleofú,374.0,0.0,0.0,15.0,0.0,0.0,50.0,0.0,0.0,65.0,SI,SI,SI,-37.6254980210026,-58.7461862359423
BUENOS AIRES,Balcarce,Ramos Otero,95.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,--,--,SI,-37.5426353712017,-58.3407185507274
BUENOS AIRES,Balcarce,San Agustín,498.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,3.0,75.0,SI,--,--,-38.0122838564587,-58.355377761682
BUENOS AIRES,Balcarce,Villa Laguna La Brava,115.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,SI,SI,SI,-37.8596285282151,-57.9806008736401
BUENOS AIRES,Baradero,Baradero,28537.0,2146.0,6441.0,11.0,1.0,0.0,809.0,0.0,0.0,9408.0,SI,SI,SI,-33.8128781547156,-59.5043068852807
BUENOS AIRES,Baradero,Irineo Portela,379.0,0.0,0.0,1.0,0.0,0.0,76.0,0.0,0.0,77.0,SI,--,--,-33.9810489198561,-59.6715601606315
BUENOS AIRES,Baradero,Santa Coloma,203.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,53.0,--,--,SI,-34.062154134736,-59.5585420642846
BUENOS AIRES,Benito Juárez,Barker,1241.0,0.0,0.0,10.0,2.0,0.0,70.0,1.0,0.0,83.0,SI,SI,SI,-37.6424111302365,-59.3889380312927
BUENOS AIRES,Benito Juárez,López,138.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,16.0,--,--,--,-37.5545120854221,-59.6278461536299
BUENOS AIRES,Berazategui,Berazategui,100855.0,3359.0,20584.0,18206.0,4.0,0.0,49.0,43.0,15.0,42260.0,SI,SI,SI,-34.7597493264937,-58.2019645234278
BUENOS AIRES,Berazategui,Berazategui Oeste,87792.0,16.0,81.0,14331.0,0.0,0.0,0.0,0.0,0.0,14428.0,SI,SI,SI,-34.7804201858899,-58.2415010261207
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,11695.0,36.0,1540.0,1363.0,0.0,0.0,0.0,0.0,0.0,2939.0,SI,SI,SI,-34.8021192214631,-58.2188212494897
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,7847.0,2046.0,705.0,1.0,0.0,0.0,16.0,0.0,0.0,2768.0,SI,SI,SI,-34.9067557072114,-58.1966995021239
BUENOS AIRES,Berazategui,Guillermo E. Hudson,49458.0,165.0,6859.0,8121.0,0.0,0.0,0.0,2.0,1.0,15148.0,SI,SI,SI,-34.7897594857633,-58.1439692638183
BUENOS AIRES,Berazategui,Juan María Gutierrez,14868.0,605.0,2384.0,2751.0,0.0,0.0,44.0,4.0,0.0,5788.0,SI,SI,SI,-34.8348420760566,-58.1819061125702
BUENOS AIRES,Berazategui,Pereyra,1291.0,38.0,233.0,265.0,0.0,0.0,0.0,1.0,0.0,537.0,SI,--,SI,-34.8471945391094,-58.1392765205344
BUENOS AIRES,Berazategui,Plátanos,17961.0,0.0,1842.0,1919.0,0.0,0.0,0.0,0.0,1.0,3762.0,--,SI,SI,-34.7674201820877,-58.1652686003148
BUENOS AIRES,Berazategui,Ranelagh,17183.0,74.0,3036.0,7003.0,1.0,0.0,1.0,13.0,0.0,10128.0,SI,SI,SI,-34.7941468501172,-58.1989815634425
BUENOS AIRES,Berazategui,Villa España,15205.0,2.0,1499.0,1673.0,0.0,0.0,0.0,0.0,0.0,3174.0,SI,SI,SI,-34.776063416904,-58.2002532983623
BUENOS AIRES,Berisso,Berisso,87698.0,4453.0,12188.0,6205.0,0.0,0.0,368.0,23.0,6.0,23243.0,SI,SI,SI,-34.8746353679645,-57.8947472316799
BUENOS AIRES,Berisso,Villa Nueva,0.0,0.0,0.0,132.0,0.0,0.0,250.0,0.0,0.0,382.0,--,SI,SI,-34.8957079362353,-57.9108816644737
BUENOS AIRES,Berisso,Barrio El Carmen (Este),0.0,0.0,0.0,132.0,0.0,0.0,250.0,0.0,0.0,382.0,--,SI,SI,-34.9293102150655,-57.8853552505795
BUENOS AIRES,Berisso,Villa Arguello,0.0,0.0,0.0,132.0,0.0,0.0,250.0,0.0,0.0,382.0,--,SI,SI,-34.9053981881099,-57.9180815078165
BUENOS AIRES,Berisso,Villa Progreso,0.0,0.0,0.0,132.0,0.0,0.0,250.0,0.0,0.0,382.0,--,--,--,-34.9308766123633,-57.8468799885622
BUENOS AIRES,Bolívar,Pirovano,1551.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,50.0,95.0,SI,SI,--,-36.5109170215402,-61.5545516558692
BUENOS AIRES,Bolívar,Urdampilleta,2643.0,0.0,0.0,3.0,0.0,0.0,71.0,6.0,0.0,80.0,SI,SI,SI,-36.4329292363695,-61.4191160192421
BUENOS AIRES,Bolívar,Paula,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,--,--,--,-36.5053183545527,-61.0243287245345
BUENOS AIRES,Bolívar,Hale,211.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,SI,--,--,-36.0010429767568,-60.8534495072374
BUENOS AIRES,Bragado,Bragado,33222.0,716.0,4295.0,11.0,0.0,0.0,210.0,10.0,0.0,5242.0,SI,SI,SI,-35.118942299763,-60.4879147568209
BUENOS AIRES,Bragado,General O'Brien,2488.0,321.0,0.0,83.0,0.0,0.0,31.0,0.0,0.0,435.0,SI,SI,SI,-34.9067979091956,-60.7597838238054
BUENOS AIRES,Bragado,Irala,400.0,0.0,3.0,0.0,0.0,0.0,22.0,0.0,0.0,25.0,SI,--,SI,-34.7718230311122,-60.6916912010278
BUENOS AIRES,Bragado,Mechita (Est. Mecha),1414.0,10.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,34.0,--,--,--,-35.0699378566803,-60.4084937925362
BUENOS AIRES,Bragado,Warnes,437.0,135.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,151.0,--,--,--,-34.9098734445057,-60.5381681629003
BUENOS AIRES,Bragado,Comodoro Py,634.0,0.0,0.0,220.0,0.0,0.0,2.0,0.0,0.0,222.0,--,SI,SI,-35.3233100374631,-60.5217314911689
BUENOS AIRES,Bragado,Olascoaga,127.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,--,--,--,-35.2375277927366,-60.6115341696178
BUENOS AIRES,Brandsen,Coronel Brandsen,19877.0,1925.0,256.0,1156.0,0.0,0.0,1125.0,0.0,1.0,4463.0,SI,SI,SI,-35.1690983002919,-58.2373529446643
BUENOS AIRES,Brandsen,Jeppener,2496.0,676.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,678.0,SI,SI,SI,-35.2802043920968,-58.1996649431989
BUENOS AIRES,Campana,Campana,86860.0,2685.0,17393.0,8171.0,3.0,0.0,43.0,1.0,18.0,28314.0,SI,SI,SI,-34.1639618118269,-58.9588741035355
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),261.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,--,SI,SI,-34.2816770641806,-58.8911906524052
BUENOS AIRES,Campana,Alto Los Cardales,1983.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,41.0,--,SI,SI,-34.3160243688815,-58.9784574815339
BUENOS AIRES,Campana,Barrio Los Pioneros,1823.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,--,SI,SI,-34.2530406367633,-58.9584400368589
BUENOS AIRES,Cañuelas,Alejandro Petión,2759.0,227.0,823.0,0.0,0.0,0.0,42.0,7.0,0.0,1099.0,SI,SI,SI,-34.9793768508134,-58.6749430768989
BUENOS AIRES,Cañuelas,Barrio El Taladro,155.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,--,--,SI,-35.0742486164225,-58.8632420603475
BUENOS AIRES,Cañuelas,Cañuelas,29974.0,1306.0,5229.0,2263.0,1.0,0.0,525.0,34.0,0.0,9358.0,SI,SI,SI,-35.0527140350539,-58.7583856965375
BUENOS AIRES,Cañuelas,Máximo Paz,7165.0,0.0,2244.0,4.0,0.0,0.0,270.0,0.0,0.0,2518.0,--,--,--,-34.9364563092157,-58.6143957995956
BUENOS AIRES,Cañuelas,Santa Rosa,5297.0,0.0,0.0,1.0,2.0,0.0,233.0,0.0,0.0,236.0,--,SI,SI,-34.9611839371811,-58.7308918275978
BUENOS AIRES,Cañuelas,Uribelarrea,1282.0,60.0,0.0,403.0,0.0,0.0,20.0,0.0,0.0,483.0,SI,SI,SI,-35.1227364407356,-58.8904871463421
BUENOS AIRES,Cañuelas,Vicente Casares,787.0,243.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,270.0,SI,SI,SI,-34.9653526702416,-58.6504979594296
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,7165.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,48.0,--,SI,SI,-34.9364563092157,-58.6143957995956
BUENOS AIRES,Cañuelas,Gobernador Udaondo,330.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,--,--,SI,-35.3003271130454,-58.5943053657455
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,13088.0,192.0,3925.0,1.0,0.0,0.0,89.0,0.0,0.0,4207.0,SI,SI,SI,-34.1723674255219,-59.789349139091
BUENOS AIRES,Capitán Sarmiento,La Luisa,230.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,44.0,--,--,--,-34.1285572110784,-59.9240058312679
BUENOS AIRES,Carlos Casares,Cadret,214.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,1.0,49.0,SI,--,--,-35.7727531397053,-61.3353879836968
BUENOS AIRES,Carlos Casares,Carlos Casares,18347.0,1553.0,1130.0,2.0,0.0,0.0,2461.0,8.0,0.0,5154.0,SI,SI,SI,-35.623543502046,-61.3653159121918
BUENOS AIRES,Carlos Casares,La Sofía,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,--,SI,SI,-35.7003907357414,-61.1702865161871
BUENOS AIRES,Carlos Casares,Moctezuma,471.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,152.0,SI,--,SI,-35.4774725641963,-61.4930734927677
BUENOS AIRES,Carlos Casares,Santo Tomás,27.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,44.0,--,--,--,-35.6740915009624,-61.5066664301675
BUENOS AIRES,Carlos Casares,Smith,465.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,191.0,SI,--,--,-35.4946290260766,-61.5937811081594
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,76.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,47.0,SI,--,--,-35.583017649873,-61.5244457086778
BUENOS AIRES,Carlos Casares,Bellocq,542.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,SI,--,--,-35.9189705554631,-61.5312630222769
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,5178.0,20.0,476.0,68.0,0.0,0.0,1188.0,1.0,0.0,1753.0,SI,SI,SI,-35.3925733302196,-62.4193023144118
BUENOS AIRES,Carlos Tejedor,Colonia Seré,726.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,81.0,SI,--,--,-35.4388157700903,-62.7252382146864
BUENOS AIRES,Carlos Tejedor,Curarú,422.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,SI,--,--,-35.6403503028113,-62.1924372294866
BUENOS AIRES,Carlos Tejedor,Timote,526.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,61.0,SI,--,--,-35.3477615165229,-62.2246532791856
BUENOS AIRES,Carmen de Areco,Carmen de Areco,12775.0,402.0,1610.0,1.0,0.0,0.0,905.0,5.0,1.0,2924.0,SI,SI,SI,-34.3776987251735,-59.8229019801033
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,122.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,--,--,--,-34.4951191416005,-59.8029737383366
BUENOS AIRES,Carmen de Areco,Tres Sargentos,391.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,107.0,SI,--,SI,-34.4664778301466,-60.0008697422009
BUENOS AIRES,Castelli,Castelli,6859.0,69.0,1109.0,1121.0,2.0,0.0,28.0,0.0,0.0,2329.0,SI,SI,SI,-36.091694119436,-57.8071801619355
BUENOS AIRES,Castelli,Centro Guerrero,114.0,0.0,0.0,46.0,0.0,0.0,3.0,0.0,0.0,49.0,--,--,--,-36.0570621940227,-57.8235422591576
BUENOS AIRES,Chacabuco,Castilla,689.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,274.0,SI,--,--,-34.6131247014799,-59.9005194580559
BUENOS AIRES,Chacabuco,Chacabuco,38418.0,1008.0,9596.0,34.0,0.0,0.0,2.0,16.0,0.0,10656.0,SI,SI,SI,-34.6429843999409,-60.4701843504346
BUENOS AIRES,Chacabuco,O'Higgins,1206.0,54.0,95.0,0.0,0.0,0.0,12.0,0.0,0.0,161.0,SI,SI,SI,-34.5854707868254,-60.6986325840689
BUENOS AIRES,Chacabuco,Rawson,2123.0,73.0,0.0,304.0,0.0,0.0,128.0,0.0,28.0,533.0,SI,SI,SI,-34.6086374337309,-60.0677106761007
BUENOS AIRES,Chascomús,Chascomús,33607.0,2247.0,7252.0,1170.0,1.0,0.0,0.0,85.0,0.0,10755.0,SI,SI,SI,-35.5743009068199,-58.0005532563664
BUENOS AIRES,Chascomús,Barrio San Cayetano,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,132.0,--,SI,SI,-35.5466815668936,-58.0013258753826
BUENOS AIRES,Chivilcoy,Chivilcoy,58152.0,2832.0,9300.0,19.0,1.0,0.0,3172.0,120.0,1.0,15445.0,SI,SI,SI,-34.8980163772726,-60.0188841030321
BUENOS AIRES,Chivilcoy,La Rica,118.0,2.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,99.0,SI,--,--,-34.9739189538858,-59.8639302070489
BUENOS AIRES,Chivilcoy,Moquehuá,2130.0,0.0,338.0,505.0,0.0,0.0,29.0,0.0,0.0,872.0,SI,--,SI,-35.0926582854313,-59.7745302971612
BUENOS AIRES,Chivilcoy,Ramón Biaus,179.0,3.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,50.0,SI,--,--,-35.0858455213162,-59.9236682591744
BUENOS AIRES,Chivilcoy,San Sebastián,166.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,51.0,SI,--,--,-34.9443783815263,-59.7018597369347
BUENOS AIRES,Chivilcoy,Gorostiaga,324.0,55.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,57.0,--,--,--,-34.839127302807,-59.8646671984292
BUENOS AIRES,Colón,Colón,23206.0,4154.0,1496.0,1794.0,0.0,0.0,20.0,0.0,0.0,7464.0,SI,SI,SI,-33.8978633606345,-61.099560506382
BUENOS AIRES,Colón,Sarasa,71.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,--,--,--,-34.0523353092344,-61.2019040914739
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,681.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,SI,SI,SI,-38.9961963948629,-61.5471990087107
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,327.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,--,SI,SI,-38.7839402799391,-62.1195194756714
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,164.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,74.0,SI,SI,SI,-38.7647705078125,-61.9209671020508
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,11510.0,240.0,1110.0,7.0,0.0,0.0,32.0,3.0,0.0,1392.0,SI,SI,SI,-38.7166239148323,-61.2884948879698
BUENOS AIRES,Coronel Dorrego,Oriente,1778.0,0.0,0.0,587.0,0.0,0.0,48.0,0.0,0.0,635.0,SI,--,SI,-38.7388491145692,-60.6092238150829
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,158.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,342.0,SI,--,--,-38.9224906889726,-60.5329774471942
BUENOS AIRES,Coronel Pringles,Indio Rico,1054.0,0.0,0.0,24.0,0.0,0.0,3.0,1.0,0.0,28.0,SI,SI,SI,-38.3293770967784,-60.8866340266383
BUENOS AIRES,Coronel Suárez,Coronel Suárez,23621.0,854.0,2334.0,1605.0,0.0,0.0,785.0,88.0,0.0,5666.0,SI,SI,SI,-37.4596224938744,-61.9317530113989
BUENOS AIRES,Coronel Suárez,Huanguelén,5020.0,0.0,0.0,1384.0,0.0,0.0,527.0,1.0,0.0,1912.0,SI,SI,SI,-37.0622288209544,-61.9297529087938
BUENOS AIRES,Coronel Suárez,Pasman,165.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,48.0,--,--,--,-37.2234351404125,-62.1602259170472
BUENOS AIRES,Coronel Suárez,San José,2234.0,0.0,42.0,706.0,0.0,0.0,0.0,0.0,0.0,748.0,--,--,SI,-37.5077480260109,-61.9211473085303
BUENOS AIRES,Coronel Suárez,Santa María,1832.0,0.0,16.0,465.0,0.0,0.0,0.0,0.0,0.0,481.0,SI,--,SI,-37.5565856774998,-61.872634363442
BUENOS AIRES,Coronel Suárez,Santa Trinidad,1474.0,0.0,70.0,550.0,0.0,0.0,0.0,0.0,0.0,620.0,SI,SI,SI,-37.4891036510029,-61.9252761219778
